      Step          Pe(mixed)          E_total                Temp                  Pe                  Ke   Speed(ns/day)
       269        3.5790923613        4.2806617214     2713.7883842299        3.5790923613        0.7015693601      4.13708392
       270        3.6459907485        4.2809011235     2455.9402085702        3.6459907485        0.6349103749      4.26715179
       271        3.7234482323        4.2811863469     2157.4249146745        3.7234482323        0.5577381146      4.17089101
       272        3.8071381799        4.2814974435     1834.9014834889        3.8071381799        0.4743592636      3.26991081
       273        3.8922953491        4.2818123956     1506.7175055162        3.8922953491        0.3895170465      4.17401366
       274        3.9740582373        4.2821109111     1191.5995989485        3.9740582373        0.3080526739      4.18244406
       275        4.0478093538        4.2823724007      907.3293508543        4.0478093538        0.2345630469      4.21381239
       276        4.1094987536        4.2825779640      669.4995212960        4.1094987536        0.1730792104      4.27646761
       277        4.1559272520        4.2827155631      490.4385304541        4.1559272520        0.1267883111      4.22955025
       278        4.1849573233        4.2827756837      378.3778844044        4.1849573233        0.0978183604      4.17954980
       279        4.1956549860        4.2827553020      336.9186845586        4.1956549860        0.0871003160      4.23746335
       280        4.1883419926        4.2826582382      364.8311147145        4.1883419926        0.0943162456      4.12272885
       281        4.1645542465        4.2824903010      456.1965113989        4.1645542465        0.1179360544      4.26263442
       282        4.1269272008        4.2822662169      600.8774637138        4.1269272008        0.1553390162      4.14252247
       283        4.0789900224        4.2820005083      785.2787335997        4.0789900224        0.2030104859      4.26388829
       284        4.0249141964        4.2817133535      993.3423682000        4.0249141964        0.2567991571      4.13779248
       285        3.9692085757        4.2814248710     1207.7051875778        3.9692085757        0.3122162953      4.23276138
       286        3.9163998618        4.2811556200     1410.9366742600        3.9163998618        0.3647557582      4.13448791
       287        3.8707108342        4.2809232797     1586.7707926897        3.8707108342        0.4102124455      4.13283761
       288        3.8357672864        4.2807444177     1721.2464495490        3.8357672864        0.4449771313      4.28633113
       289        3.8143437242        4.2806311232     1803.6781521518        3.8143437242        0.4662873990      4.17497541
       290        3.8081723772        4.2805899032     1827.3905154731        3.8081723772        0.4724175260      4.19746181
       291        3.8178301211        4.2806245651     1790.1668143489        3.8178301211        0.4627944440      4.22412712
       292        3.8426983083        4.2807303502     1694.3816746216        3.8426983083        0.4380320419      4.17882686
       293        3.8810179850        4.2808997582     1546.8100133052        3.8810179850        0.3998817732      4.29700439
       294        3.9300178869        4.2811212421     1358.1268811219        3.9300178869        0.3511033552      4.28785264
       295        3.9861123735        4.2813772924     1142.1344099665        3.9861123735        0.2952649189      4.17497541
       296        4.0451629102        4.2816498097      914.7711365216        4.0451629102        0.2364868995      4.19090859
       297        4.1027722424        4.2819201219      692.9741548854        4.1027722424        0.1791478795      4.28354451
       298        4.1545942992        4.2821675537      493.4748233986        4.1545942992        0.1275732545      4.24019032
       299        4.1966466747        4.2823754581      331.6133654616        4.1966466747        0.0857287834      4.30901148
       300        4.2255881887        4.2825289174      220.2563237950        4.2255881887        0.0569407287      4.26138130
       301        4.2389545667        4.2826169861      168.8935885526        4.2389545667        0.0436624195      4.14489152
