      Step          Pe(mixed)          E_total                Temp                  Pe                  Ke   Speed(ns/day)
       200        2.3288394621        4.1236418201     6942.5976506214        2.3288394623        1.7948023580      2.49733213
       201        2.2613503578        4.1229537749     7200.9953922517        2.2613503590        1.8616034171      2.42529692
       202        2.2313122994        4.1224571437     7315.2666055449        2.2313123096        1.8911448443      2.51265637
       203        2.2457619773        4.1221891591     7258.3362094054        2.2457620524        1.8764271818      2.40278389
       204        2.3082091591        4.1221691838     7016.7027303400        2.3082096411        1.8139600247      2.47321526
       205        2.4183374238        4.1223961512     6591.5860121919        2.4183400288        1.7040587274      2.09339649
       206        2.5720026914        4.1228529410     5998.9498294497        2.5720143061        1.5508502496      2.32523494
       207        2.7615118395        4.1235041442     5268.4155069414        2.7615541830        1.3619923047      2.20551315
       208        2.9761748982        4.1242997344     4441.1401373957        2.9763010801        1.1481248363      2.45828352
       209        3.2030944111        4.1251783129     3566.7757518676        3.2034035349        0.9220839017      2.54897563
       210        3.4281436035        4.1260685789     2699.6912904790        3.4287720581        0.6979249753      2.54235910
       211        3.6370641583        4.1268997848     1894.7666602958        3.6381359895        0.4898356265      2.49914048
       212        3.8165594021        4.1276122520     1203.2047848507        3.8181088067        0.3110528499      2.49905431
       213        3.9552524252        4.1281544817      668.8142601812        3.9571664228        0.1729020565      2.50804807
       214        4.0444662798        4.1284948862      325.0367945566        4.0464966532        0.0840286064      2.57569825
       215        4.0787750693        4.1286073325      192.7595826136        4.0806261509        0.0498322632      2.41841814
       216        4.0563919298        4.1284797525      278.8478332757        4.0578371124        0.0720878227      2.56466996
       217        3.9793575305        4.1281133789      575.4126626794        3.9803159810        0.1487558484      2.57863070
       218        3.8535023928        4.1275295379     1059.9831255879        3.8540358453        0.2740271450      2.49021038
       219        3.6881110229        4.1267688188     1696.8021966470        3.6883563763        0.4386577959      2.43450247
       220        3.4952757586        4.1258885624     2439.3164801016        3.4953673892        0.6306128038      2.54298351
       221        3.2889933717        4.1249584548     3233.6536643851        3.2890206633        0.8359650831      2.53329511
       222        3.0841015826        4.1240451565     4022.6768038351        3.0841079598        1.0399435739      2.56957999
       223        2.8951936442        4.1232146578     4750.1920009402        2.8951947987        1.2280210136      2.50865574
       224        2.7355665650        4.1225257013     5364.9914146438        2.7355667259        1.3869591364      2.29905069
       225        2.6162779298        4.1220276875     5824.4935346792        2.6162779471        1.5057497577      2.30688055
       226        2.5453617850        4.1217573330     6097.7633437044        2.5453617865        1.5763955480      2.49132315
       227        2.5272561582        4.1217347037     6167.7114221233        2.5272561583        1.5944785455      2.50501411
       228        2.5624841144        4.1219608161     6032.3183982238        2.5624841144        1.5594767017      2.48653675
       229        2.6476162699        4.1224229564     5704.8005263458        2.6476162699        1.4748066865      4.56580403
       230        2.7754984423        4.1230887318     5212.7060876970        2.7754984423        1.3475902895      4.71276241
       231        2.9357532905        4.1239134626     4596.0035557096        2.9357532905        1.1881601721      4.50003558
       232        3.1155016998        4.1248392426     3904.2875234743        3.1155016998        1.0093375428      4.76230850
       233        3.3002726239        4.1258015769     3193.2849564704        3.3002726239        0.8255289530      4.72289672
       234        3.4750285569        4.1267299767     2520.8907965878        3.4750285569        0.6517014198      4.70267150
       235        3.6252544076        4.1275585594     1942.9970147069        3.6252544076        0.5023041517      4.70633592
       236        3.7380136605        4.1282245134     1509.4012657947        3.7380136605        0.3902108530      4.62494883
       237        3.8029177152        4.1286761799     1260.0885782400        3.8029177152        0.3257584647      4.72505203
       238        3.8129224112        4.1288777160     1222.1683052783        3.8129224112        0.3159553047      4.63174675
       239        3.7648870670        4.1288098889     1407.7147361127        3.7648870670        0.3639228218      4.44920645
       240        3.6598542000        4.1284740501     1812.7004656786        3.6598542000        0.4686198501      4.78462986
       241        3.5030163814        4.1278928958     2417.1275467353        3.5030163814        0.6248765143      4.75044721
       242        3.3033687747        4.1271074354     3186.3598045001        3.3033687747        0.8237386607      4.71184327
       243        3.0730770017        4.1261730341     4073.5527273464        3.0730770017        1.0530960324      4.74920209
       244        2.8266130148        4.1251550720     5022.9792684250        2.8266130148        1.2985420571      1.25927501
       245        2.5797303804        4.1241237446     5973.9735095616        2.5797303804        1.5443933641      2.35026828
       246        2.3483649249        4.1231498054     6865.1666779946        2.3483649250        1.7747848805      2.48449106
       247        2.1475432688        4.1222955319     7638.6741757983        2.1475432719        1.9747522631      2.57396026
       248        1.9903941443        4.1216114048     8243.9071245861        1.9903942599        2.1312172606      2.30732119
       249        1.8873293338        4.1211358555     8640.7396562921        1.8873324872        2.2338065218      2.42586515
       250        1.8454032754        4.1209112655     8802.0479559297        1.8454630074        2.2755079902      2.30901186
       251        1.8675027456        4.1211416826     8717.4547767018        1.8682542131        2.2536389369      2.52324095
       252        1.9493103331        4.1226173053     8406.7172145636        1.9554961528        2.1733069723      2.56014034
       253        2.0700727424        4.1265767785     7954.9037951133        2.1038625465        2.0565040360      2.50276505
       254        2.1823454449        4.1319346487     7541.3392265686        2.3092570766        1.9495892038      2.50345664
       255        2.2315370296        4.1320141546     7351.3654382358        2.5721941428        1.9004771250      2.47355289
       256        2.2199616606        4.1263028152     7374.0484918455        2.9021902580        1.9063411546      2.58101824
reaction occured at step 256 between IDs 1 and 3
       257        2.1978300702        4.1278940906     7465.8125302059        2.7254433664        1.9300640204      0.92632567
       258        2.1525643777        4.1323222874     7658.0368591538        2.3877140752        1.9797579097      1.23410194
       259        2.0452544097        4.1290804482     8060.5899002508        2.1213158058        2.0838260386      2.45836691
       260        1.9052026372        4.1237175753     8581.5892367615        1.9223337489        2.2185149381      2.60645065
       261        1.7912498342        4.1208852037     9011.4217709542        1.7938301591        2.3296353695      2.47422842
       262        1.7395351395        4.1201748982     9208.7153341740        1.7397882655        2.3806397587      2.48534302
       263        1.7610040943        4.1203329949     9126.2813473174        1.7610203159        2.3593289005      2.61623554
       264        1.8539891869        4.1208552769     8768.6196314587        1.8539898919        2.2668660900      2.61793654
       265        2.0108199369        4.1216303484     8164.9699970032        2.0108199592        2.1108104115      2.31802134
       266        2.2196987783        4.1226095393     7360.7791521472        2.2196987789        1.9029107610      1.91567302
       267        2.4655588152        4.1237345142     6414.1027345377        2.4655588152        1.6581756990      2.02247944
       268        2.7310074918        4.1249355384     5391.9483325711        2.7310074918        1.3939280466      1.94132890
       269        2.9974523057        4.1261324661     4365.9248580488        2.9974523057        1.1286801604      1.94685648
       270        3.2463582877        4.1272428148     3407.4096356776        3.2463582877        0.8808845272      1.94372380
       271        3.4605387892        4.1281881423     2582.5800873240        3.4605387892        0.6676493531      2.29054968
       272        3.6253796297        4.1288985523     1947.6959528835        3.6253796297        0.5035189226      2.36391302
       273        3.7299040662        4.1293230704     1545.0199449526        3.7299040662        0.3994190042      4.50087394
       274        3.7675730729        4.1294312406     1399.7283063000        3.7675730729        0.3618581677      4.67084959
       275        3.7367612800        4.1292174937     1518.0866990161        3.7367612800        0.3924562137      4.21234297
       276        3.6408562975        4.1286984913     1887.0557270963        3.6408562975        0.4878421938      4.37455173
       277        3.4879865313        4.1279165978     2475.3572206435        3.4879865313        0.6399300665      4.62494883
       278        3.2903867671        4.1269319220     3235.8974796670        3.2903867671        0.8365451549      4.74112469
       279        3.0634733376        4.1258178904     4109.3275613640        3.0634733376        1.0623445529      1.20083460
       280        2.8247024176        4.1246554317     5028.4370873291        2.8247024176        1.2999530141      2.53844120
       281        2.5923041391        4.1235280343     5923.0317868248        2.5923041391        1.5312238952      2.48969713
       282        2.3839818577        4.1225134587     6724.9328902588        2.3839818577        1.7385316010      2.42489120
       283        2.2156756099        4.1216813848     7372.7511870045        2.2156756110        1.9060057750      2.39880761
       284        2.1004597762        4.1210864155     7816.1239853535        2.1004598061        2.0206266394      2.63727433
       285        2.0476553766        4.1207698805     8019.1558809062        2.0476559852        2.0731145039      2.54022056
       286        2.0621843524        4.1207536556     7962.8925958950        2.0621934584        2.0585693031      2.62876113
       287        2.1441804804        4.1210615777     7646.9088646424        2.1442772576        1.9768810973      2.64806624
       288        2.2886416719        4.1217636190     7090.8242719670        2.2893642788        1.8331219471      2.63977175
       289        2.4846676901        4.1229942881     6337.3230705080        2.4884954043        1.6383265980      2.63804226
       290        2.7143665681        4.1247889100     5455.7510435112        2.7291419595        1.4104223419      2.55157800
       291        2.9535419798        4.1268102733     4538.3992625850        2.9967895208        1.1732682935      2.61349968
       292        3.1766240206        4.1284824833     3681.9487658301        3.2772572462        0.9518584627      2.62809388
       293        3.3635979009        4.1294617204     2962.4901764222        3.5590403932        0.7658638195      2.67375855
       294        3.5034845450        4.1298361836     2422.8335753691        3.8347698959        0.6263516385      2.65855671
       295        3.5926413533        4.1298883267     2078.1617311388        4.1014264667        0.5372469734      2.56439773
       296        3.6309671462        4.1298604777     1929.8033878950        4.3598995774        0.4988933315      2.57231591
reaction occured at step 296 between IDs 1 and 2
       297        3.6189906121        4.1298613321     1976.1339431517        4.2476716977        0.5108707201      0.92843786
       298        3.5566655589        4.1298645758     2217.2302874617        3.9838973340        0.5731990169      1.17277626
       299        3.4436567314        4.1297051866     2653.7509114282        3.7113932876        0.6860484552      2.48329929
       300        3.2812357593        4.1290991553     3279.6783416961        3.4309750387        0.8478633960      2.58931703
       301        3.0758189065        4.1278117321     4069.2853380191        3.1475697574        1.0519928257      2.48338438
       302        2.8423434961        4.1259238589     4965.1049159565        2.8704496567        1.2835803628      1.83468948
       303        2.6039501888        4.1239364790     5879.5628389888        2.6125223670        1.5199862902      2.08941343
       304        2.3864369121        4.1223746909     6714.8995491954        2.3883836681        1.7359377788      1.85378861
